1,0.05661452,0.17669886493061504,0.05881587449264078,0.030083335781695086,0.08621442674789709,0.09192917781390603,0.010641989290920894,0.17669886493061504,0.1149809644150615,0.07105689932562942,0.1615164574713937,
108,0.09185375,0.3692783531701425,0.18601749546978566,0.019213408243312073,0.36169521913546265,0.28489755362377506,0.19428368531960855,0.3692783531701425,0.1085456295350293,0.019213408243312073,0.20386541295362923,
11,0.09522186,0.4947681106718839,0.09786146192941247,0.01686935281735826,0.17505847179104478,0.23539244569027243,0.01703848364375153,0.465834524708415,0.3163073729630587,0.1465257374752448,0.4947681106718839,
115,0.06381022,0.08285841899826027,0.006623551005470417,0.0,0.08285841899826027,0.0023144508617173043,0.0,0.012481960852191354,0.0033225836829723406,0.0,0.03233481536602976,
13,0.06659586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
141,0.05552264,0.09926217162495479,0.011851974118094534,0.0,0.09926217162495479,0.009558339780373964,0.0,0.09608236957913474,0.0019943268507069322,0.0,0.019625793719165858,
16,0.03442259,0.06505499598733872,0.06162186560131625,0.057990694781393355,0.06505499598733872,0.03277074181412529,0.006133997220972469,0.0580612008997761,0.03633005427894727,0.006040843480994683,0.06503014370489196,
173,0.04575918,0.0304852444611103,0.00040155666084641173,0.0,0.007228019895235411,0.002378164958218677,0.0,0.0304852444611103,0.0006399939041961174,0.0,0.008583740760589405,
176,0.05604926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
177,0.05320602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18,0.05765372,0.39396257929247197,0.25457942646880316,0.1227101814106319,0.39352994657705015,0.2112433385975325,0.018366796742931638,0.39396257929247197,0.07184962660753279,0.01788810574032404,0.1227101814106319,
19,0.06258607,0.05020418976957834,0.0,0.0,0.0,0.0013945608269327317,0.0,0.05020418976957834,0.0,0.0,0.0,
195,0.05517029,0.12069931995260068,0.008096303514983959,0.0,0.11127151298020148,0.002501462269703334,0.0,0.022943661829003155,0.008360479588445786,0.0,0.12069931995260068,
20,0.05683923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
232,0.05565311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
