19,P-1,11,P21/a,3,0.08
19,P-1,135,P21,3,0.175
19,P-1,13,P-1,11,0.065
19,P-1,141,P212121,3,0.103
19,P-1,16,P21/c,5,0.148
19,P-1,173,Pna21,3,0.28
19,P-1,176,P-1,1,0.0
19,P-1,177,P21/a,5,0.902
19,P-1,18,P21/n,5,0.172
19,P-1,195,Pc,3,0.16
19,P-1,19,P-1,15,0.0
19,P-1,1,P-1,3,0.027
19,P-1,20,P21/a,11,0.398
19,P-1,232,P21/c,3,0.053
19,P-1,24,P21/n,7,0.633
19,P-1,26,C2/c,11,0.095
19,P-1,27,P21/n,6,1.015
19,P-1,30,P21/c,9,0.29
19,P-1,32,P21/c,3,0.12
19,P-1,36,P212121,3,0.109
19,P-1,3,P212121,3,0.1
19,P-1,40,P21/c,3,0.103
19,P-1,44,P21/n,3,0.09
19,P-1,47,P21/c,5,0.375
19,P-1,55,P21/a,3,0.035
19,P-1,56,Pccn,2,0.632
19,P-1,5,P21/n,3,0.027
19,P-1,65,P212121,3,0.184
19,P-1,669,P6122,1,0.0
19,P-1,67,Pca21,3,0.202
19,P-1,68,Pca21,3,0.041
19,P-1,6,P-1,3,0.027
19,P-1,76,P21/a,5,0.248
19,P-1,94,P212121,3,0.094
19,P-1,95,P212121,3,0.094
19,P-1,9,P21,3,0.093
1,P-1,108,C2/c,11,0.059
1,P-1,115,C2/n,5,0.205
1,P-1,11,P21/a,9,0.877
1,P-1,135,P21,3,0.192
1,P-1,13,P-1,5,0.093
1,P-1,141,P212121,3,0.131
1,P-1,16,P21/c,3,0.09
1,P-1,173,Pna21,7,0.683
1,P-1,176,P-1,1,0.0
1,P-1,177,P21/a,5,0.332
1,P-1,18,P21/n,3,0.097
1,P-1,195,Pc,7,0.596
1,P-1,19,P-1,3,0.027
1,P-1,1,P-1,15,0.0
1,P-1,20,P21/a,3,0.119
1,P-1,232,P21/c,3,0.08
1,P-1,24,P21/n,3,0.081
1,P-1,26,C2/c,3,0.055
1,P-1,27,P21/n,3,0.108
1,P-1,30,P21/c,5,0.566
1,P-1,32,P21/c,5,0.165
1,P-1,36,P212121,3,0.132
1,P-1,3,P212121,3,0.123
1,P-1,40,P21/c,5,0.169
1,P-1,44,P21/n,6,0.573
1,P-1,47,P21/c,7,0.321
1,P-1,55,P21/a,5,0.194
1,P-1,56,Pccn,1,0.0
1,P-1,5,P21/n,15,0.004
1,P-1,65,P212121,3,0.2
1,P-1,669,P6122,3,0.743
1,P-1,67,Pca21,3,0.219
1,P-1,68,Pca21,7,0.683
1,P-1,6,P-1,15,0.02
1,P-1,76,P21/a,3,0.203
1,P-1,94,P212121,3,0.11
1,P-1,95,P212121,3,0.11
1,P-1,9,P21,3,0.115
20,P21/a,108,C2/c,3,0.15
20,P21/a,115,C2/n,3,0.082
20,P21/a,11,P21/a,3,0.033
20,P21/a,135,P21,3,0.075
20,P21/a,13,P-1,11,0.384
20,P21/a,141,P212121,3,0.09
20,P21/a,16,P21/c,5,0.268
20,P21/a,173,Pna21,3,0.179
20,P21/a,176,P-1,1,0.0
20,P21/a,177,P21/a,3,0.07
20,P21/a,18,P21/n,5,0.296
20,P21/a,195,Pc,3,0.058
20,P21/a,19,P-1,11,0.398
20,P21/a,1,P-1,3,0.119
20,P21/a,20,P21/a,15,0.0
20,P21/a,232,P21/c,3,0.082
20,P21/a,24,P21/n,5,0.472
20,P21/a,26,C2/c,11,0.393
20,P21/a,27,P21/n,5,0.494
20,P21/a,30,P21/c,9,0.472
20,P21/a,32,P21/c,3,0.021
20,P21/a,36,P212121,3,0.038
20,P21/a,3,P212121,3,0.043
20,P21/a,40,P21/c,3,0.195
20,P21/a,44,P21/n,3,0.133
20,P21/a,47,P21/c,7,0.341
20,P21/a,55,P21/a,3,0.124
20,P21/a,56,Pccn,2,0.653
20,P21/a,5,P21/n,3,0.119
20,P21/a,65,P212121,3,0.081
20,P21/a,669,P6122,1,0.0
20,P21/a,67,Pca21,5,0.148
20,P21/a,68,Pca21,3,0.136
20,P21/a,6,P-1,3,0.119
20,P21/a,76,P21/a,3,0.085
20,P21/a,94,P212121,3,0.025
20,P21/a,95,P212121,3,0.025
20,P21/a,9,P21,7,1.462
232,P21/c,108,C2/c,3,0.085
232,P21/c,115,C2/n,3,0.021
232,P21/c,11,P21/a,5,0.508
232,P21/c,135,P21,3,0.145
232,P21/c,13,P-1,3,0.054
232,P21/c,141,P212121,5,0.162
232,P21/c,16,P21/c,7,0.144
232,P21/c,173,Pna21,3,0.251
232,P21/c,176,P-1,1,0.0
232,P21/c,177,P21/a,3,0.146
232,P21/c,18,P21/n,7,0.107
232,P21/c,195,Pc,3,0.137
232,P21/c,19,P-1,3,0.053
232,P21/c,1,P-1,3,0.08
232,P21/c,20,P21/a,3,0.082
232,P21/c,232,P21/c,15,0.0
232,P21/c,24,P21/n,5,0.039
232,P21/c,26,C2/c,5,0.103
